	loss	accuracy	val_loss	val_accuracy
0	0.39626631140708923	0.8132184147834778	0.3483791947364807	0.8389261960983276
1	0.33863404393196106	0.8390804529190063	0.3072142004966736	0.8389261960983276
2	0.2748805284500122	0.8390804529190063	0.22694243490695953	0.8456375598907471
3	0.1972111016511917	0.9094827771186829	0.14861246943473816	0.9395973086357117
4	0.1251000463962555	0.9511494040489197	0.09346608072519302	1.0
5	0.08644891530275345	0.982758641242981	0.054619379341602325	1.0
6	0.04613784700632095	0.9928160905838013	0.04356798902153969	0.9932885766029358
7	0.029107293114066124	0.9971264600753784	0.022864827886223793	0.9932885766029358
8	0.026542365550994873	0.9956896305084229	0.02043832652270794	1.0
9	0.014983518049120903	1.0	0.011885164305567741	1.0
10	0.010541064664721489	1.0	0.021716849878430367	0.9932885766029358
11	0.009956257417798042	0.9985632300376892	0.012708316557109356	0.9932885766029358
12	0.008061777800321579	0.9985632300376892	0.016738664358854294	0.9932885766029358
13	0.007628490682691336	0.9985632300376892	0.007148443255573511	1.0
14	0.007098449859768152	1.0	0.00837841909378767	1.0
15	0.009698227047920227	0.9971264600753784	0.010123614221811295	0.9932885766029358
16	0.004231075290590525	1.0	0.011499586515128613	0.9932885766029358
17	0.0038853841833770275	1.0	0.004973771050572395	1.0
18	0.004259997978806496	1.0	0.008124764077365398	1.0
19	0.0052203219383955	0.9985632300376892	0.0037891368847340345	1.0
20	0.0029578646644949913	1.0	0.008314431644976139	0.9932885766029358
21	0.00452793063595891	0.9985632300376892	0.0046653421595692635	1.0
22	0.006803248077630997	0.9985632300376892	0.004682494327425957	1.0
23	0.0038822933565825224	0.9985632300376892	0.005156789906322956	1.0
24	0.008884926326572895	0.9985632300376892	0.007710949517786503	1.0
25	0.003835799405351281	1.0	0.006114747375249863	0.9932885766029358
26	0.0028299468103796244	1.0	0.012994018383324146	0.9932885766029358
27	0.00235029892064631	1.0	0.004869062453508377	1.0
28	0.0015114782145246863	1.0	0.002608524402603507	1.0
29	0.006130029913038015	0.9971264600753784	0.02510584145784378	0.9865771532058716
30	0.01572582870721817	0.9971264600753784	0.014504089020192623	1.0
31	0.007533553056418896	0.9971264600753784	0.01362547092139721	0.9932885766029358
32	0.003772142343223095	0.9985632300376892	0.00317050376906991	1.0
33	0.002197551541030407	1.0	0.0018864894518628716	1.0
34	0.0014800684293732047	1.0	0.002799589652568102	1.0
35	0.0013318152632564306	1.0	0.0013286290923133492	1.0
36	0.0020493241026997566	1.0	0.0015072422102093697	1.0
37	0.001359475078061223	1.0	0.0011425190605223179	1.0
38	0.0025240762624889612	1.0	0.0015385302249342203	1.0
39	0.0053868344984948635	0.9985632300376892	0.07430791854858398	0.9664429426193237
40	0.008840583264827728	0.9971264600753784	0.0017925013089552522	1.0
41	0.0029015648178756237	0.9985632300376892	0.0013330274960026145	1.0
42	0.0015351466136053205	1.0	0.0014933976344764233	1.0
43	0.0016389931552112103	1.0	0.0009693136089481413	1.0
44	0.0012947448994964361	1.0	0.0008882494294084609	1.0
45	0.0012891798978671432	1.0	0.001014210982248187	1.0
46	0.000758374051656574	1.0	0.007584939710795879	0.9932885766029358
47	0.002385159954428673	1.0	0.0026642426382750273	1.0
48	0.002078079152852297	1.0	0.000496863794978708	1.0
49	0.0012260405346751213	1.0	0.0012422498548403382	1.0
50	0.0008572841179557145	1.0	0.000607802183367312	1.0
51	0.0005664183408953249	1.0	0.0004984177649021149	1.0
52	0.00047131473547779024	1.0	0.0005871693720109761	1.0
53	0.0006415352108888328	1.0	0.0005393864121288061	1.0
54	0.0003311716136522591	1.0	0.0007869781111367047	1.0
55	0.000914864765945822	1.0	0.0004576010105665773	1.0
56	0.002806153381243348	0.9971264600753784	0.011335326358675957	0.9932885766029358
57	0.004685939289629459	0.9985632300376892	0.0009557274752296507	1.0
58	0.0010691804345697165	1.0	0.0004698276170529425	1.0
59	0.0005159236025065184	1.0	0.002044553169980645	1.0
60	0.0008806607802398503	1.0	0.0006832735962234437	1.0
61	0.000541775778401643	1.0	0.0008534244261682034	1.0
62	0.0003689635486807674	1.0	0.001244080951437354	1.0
63	0.0003416594408918172	1.0	0.0003336667432449758	1.0
64	0.0004625057044904679	1.0	0.000632481009233743	1.0
65	0.006450395565479994	0.9971264600753784	0.006302195601165295	0.9932885766029358
66	0.006268123164772987	1.0	0.005157941021025181	1.0
67	0.001976870698854327	1.0	0.004618538077920675	1.0
68	0.0004474089073482901	1.0	0.0006082372856326401	1.0
69	0.0006550790276378393	1.0	0.00047037421609275043	1.0
70	0.0005192673997953534	1.0	0.002023052191361785	1.0
71	0.00047075210022740066	1.0	0.00032937093055807054	1.0
72	0.0002918012614827603	1.0	0.0009022477315738797	1.0
73	0.0010999750811606646	1.0	0.0003344238502904773	1.0
74	0.0020942441187798977	1.0	0.00027626476367004216	1.0
75	0.03853387013077736	0.9798850417137146	0.007025732193142176	1.0
76	0.006688486784696579	1.0	0.0021802170667797327	1.0
77	0.0020976930391043425	1.0	0.0019961667712777853	1.0
78	0.0031956492457538843	0.9985632300376892	0.00087428541155532	1.0
79	0.0010034935548901558	1.0	0.0016412701224908233	1.0
80	0.0006937053403817117	1.0	0.0006879855063743889	1.0
81	0.0005536678363569081	1.0	0.0009106544894166291	1.0
82	0.0004214662476442754	1.0	0.0008740068878978491	1.0
83	0.0004377549630589783	1.0	0.0005666332435794175	1.0
84	0.00045636153663508594	1.0	0.0006844387389719486	1.0
85	0.00028964728699065745	1.0	0.0007475843885913491	1.0
86	0.0004110843001399189	1.0	0.00029916100902482867	1.0
87	0.0002777462941594422	1.0	0.0003426074981689453	1.0
88	0.00029153129435144365	1.0	0.00047545169945806265	1.0
89	0.0004296824336051941	1.0	0.0005045371945016086	1.0
90	0.00042392784962430596	1.0	0.00029417392215691507	1.0
91	0.0003330435720272362	1.0	0.0003567320527508855	1.0
92	0.00020378583576530218	1.0	0.0006367915193550289	1.0
93	0.0002565161557868123	1.0	0.0003496230347082019	1.0
94	0.0001858430914580822	1.0	0.0002973932132590562	1.0
95	0.00017612954252399504	1.0	0.00030309733119793236	1.0
96	0.00017486006254330277	1.0	0.00032850922434590757	1.0
97	0.00015347771113738418	1.0	0.0005268867826089263	1.0
98	0.00014269701205193996	1.0	0.00028616536292247474	1.0
99	0.00016436053556390107	1.0	0.00022198162332642823	1.0
